year,team,probowler_count,win%,division,playoffs,attendance,capacity,attend%,climate,year 1 attend%,year 1 attendance
2009,mia,-0.24446130517216047,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,67542.0,0.5909438041772348,0.9,1.338560746347955,0.9,67744.0
2010,mia,0.16908573607741093,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,67744.0,0.621245795449525,0.9,1.338560746347955,0.81,60886.0
2011,mia,-0.24446130517216047,-0.6637043718928439,0.4626480036951401,-0.6414960643497905,60886.0,0.6073115464376245,0.81,1.338560746347955,0.76,57379.0
2012,mia,0.16908573607741093,-0.3374767992675478,-0.43608448195187843,-0.6414960643497905,57379.0,0.6519701829003168,0.76,1.338560746347955,0.86,64319.0
2013,mia,0.16908573607741093,-0.011249226642251609,0.4626480036951401,-0.6414960643497905,64319.0,0.5562287322050256,0.86,1.338560746347955,0.93,70035.0
2014,mia,-0.24446130517216047,-0.011249226642251609,0.4626480036951401,-0.6414960643497905,70035.0,0.6260170767325789,0.93,1.338560746347955,1.03,67193.0
2015,mia,0.5826327773269824,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,67193.0,-0.7335937222350782,1.03,1.338560746347955,1.0,65512.0
2016,mia,0.16908573607741093,0.6412059186083408,-0.43608448195187843,0.11561847671420634,65512.0,-0.6963207874356443,1.0,1.338560746347955,1.04,67627.0
2017,mia,-0.6580083464217319,-0.6637043718928439,0.4626480036951401,-0.6414960643497905,67627.0,-0.7619402918791277,1.04,1.338560746347955,1.01,65560.0
2018,mia,-1.0715553876713033,-0.3374767992675478,-0.43608448195187843,-0.6414960643497905,65560.0,-0.7774758234473632,1.01,1.338560746347955,0.974,63067.0
2008,min,0.9961798185765537,0.6412059186083408,-1.3348169675988968,0.11561847671420634,63267.0,-0.9131368535202212,0.99,-1.212874291291809,1.0,63775.0
2009,min,2.6503679835748395,1.2936610638589332,-1.3348169675988968,1.6298475588421997,63775.0,-0.9308311981087913,1.0,-1.212874291291809,0.94,58751.0
2010,min,0.16908573607741093,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,58751.0,-1.1028238834559254,0.94,-1.212874291291809,0.98,62816.0
2011,min,-0.6580083464217319,-1.6423870897687327,1.3613804893421588,-0.6414960643497905,62816.0,-0.8872288430172938,0.98,-1.212874291291809,0.95,60725.0
2012,min,1.4097268598261252,0.6412059186083408,-0.43608448195187843,0.11561847671420634,60725.0,-0.9111127970659142,0.95,-1.212874291291809,1.0,64019.0
2013,min,-0.6580083464217319,-0.8268181582054921,1.3613804893421588,-0.6414960643497905,64019.0,-0.8978890333395064,1.0,-1.212874291291809,1.05,52238.0
2014,min,-1.4851024289208747,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,52238.0,-2.8242663380435973,1.05,-1.212874291291809,1.0,52430.0
2015,min,0.5826327773269824,0.967433491233637,-1.3348169675988968,0.11561847671420634,52430.0,-2.4625068510085346,1.0,-1.212874291291809,1.0,66786.0
2016,min,0.9961798185765537,-0.011249226642251609,0.4626480036951401,-0.6414960643497905,66786.0,-0.5243194845009354,1.0,-1.212874291291809,0.91,66721.0
2017,min,1.4097268598261252,1.6198886364842293,-1.3348169675988968,1.6298475588421997,66721.0,0.35779881290191173,0.91,-1.212874291291809,1.0,66811.0
2018,min,0.16908573607741093,0.1518645596703965,-0.43608448195187843,-0.6414960643497905,66811.0,-0.5209442627008037,1.0,-1.212874291291809,1.003,66849.0
2006,nwe,-0.6580083464217319,1.2936610638589332,-1.3348169675988968,1.6298475588421997,68756.0,-0.350259630448523,1.01,0.8282737388200024,1.01,68756.0
2007,nwe,1.8232739010756964,2.5985713543601183,-1.3348169675988968,2.3869620999061967,68756.0,-0.350259630448523,1.01,0.8282737388200024,1.0,68756.0
2008,nwe,-0.6580083464217319,0.967433491233637,-0.43608448195187843,-0.6414960643497905,68756.0,-0.25835200665056124,1.0,0.8282737388200024,1.0,68756.0
2009,nwe,0.5826327773269824,0.6412059186083408,-1.3348169675988968,0.11561847671420634,68756.0,-0.25835200665056124,1.0,0.8282737388200024,1.0,68756.0
2010,nwe,1.8232739010756964,1.9461162091095257,-1.3348169675988968,0.8727330177782031,68756.0,-0.25835200665056124,1.0,0.8282737388200024,1.0,68756.0
2011,nwe,1.8232739010756964,1.6198886364842293,-1.3348169675988968,2.3869620999061967,68756.0,-0.25835200665056124,1.0,0.8282737388200024,1.0,68755.0
2012,nwe,1.4097268598261252,1.2936610638589332,-1.3348169675988968,1.6298475588421997,68755.0,-0.25848701552256653,1.0,0.8282737388200024,1.0,68756.0
2013,nwe,0.5826327773269824,1.2936610638589332,-1.3348169675988968,1.6298475588421997,68756.0,-0.25835200665056124,1.0,0.8282737388200024,1.0,68756.0
2014,nwe,0.5826327773269824,1.2936610638589332,-1.3348169675988968,3.1440766409701935,68756.0,-0.25835200665056124,1.0,0.8282737388200024,0.97,66829.0
2015,nwe,1.4097268598261252,1.2936610638589332,-1.3348169675988968,1.6298475588421997,66829.0,-0.23946746669831898,0.97,0.8282737388200024,0.97,66829.0
2016,nwe,0.16908573607741093,1.9461162091095257,-1.3348169675988968,3.1440766409701935,66829.0,-0.23946746669831898,0.97,0.8282737388200024,1.0,65878.0
2017,nwe,0.16908573607741093,1.6198886364842293,-1.3348169675988968,2.3869620999061967,65878.0,-0.6469075402817169,1.0,0.8282737388200024,1.0,65878.0
2018,nwe,-0.6580083464217319,0.967433491233637,-1.3348169675988968,3.1440766409701935,65878.0,-0.6469075402817169,1.0,0.8282737388200024,0.998,65753.0
2006,nor,-0.24446130517216047,0.6412059186083408,-1.3348169675988968,1.6298475588421997,68808.0,0.341627420540841,0.94,-0.1923002762359031,0.96,70004.0
2007,nor,-1.4851024289208747,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,70004.0,0.30393744377270554,0.96,-0.1923002762359031,0.96,70092.0
2008,nor,-0.6580083464217319,-0.011249226642251609,1.3613804893421588,-0.6414960643497905,70092.0,0.3163132570398536,0.96,-0.1923002762359031,0.96,70105.0
2009,nor,1.4097268598261252,1.6198886364842293,-1.3348169675988968,3.1440766409701935,70105.0,0.3181415021815942,0.96,-0.1923002762359031,0.96,70038.0
2010,nor,0.5826327773269824,0.967433491233637,-0.43608448195187843,0.11561847671420634,70038.0,0.30871900798955737,0.96,-0.1923002762359031,1.0,73042.0
2011,nor,0.5826327773269824,1.6198886364842293,-1.3348169675988968,0.8727330177782031,73042.0,0.3202960187640089,1.0,-0.1923002762359031,1.0,72888.0
2012,nor,0.16908573607741093,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,72888.0,0.299504652475198,1.0,-0.1923002762359031,1.0,72901.0
2013,nor,0.5826327773269824,0.967433491233637,-0.43608448195187843,0.8727330177782031,72901.0,0.30125976781126645,1.0,-0.1923002762359031,1.0,73112.0
