year,team,probowler_count,win%,division,playoffs,attendance,capacity,attend%,climate,year 1 attend%,year 1 attendance,predicted,difference
2013,oti,-1.071555387671303,-0.3374767992675478,-0.4360844819518784,-0.6414960643497905,69143.0,-0.2061035731845233,1.0,-0.1923002762359031,1.0,69143.0,67447.57842759727,1695.4215724027308
2014,sfo,-0.2444613051721605,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,70774.0,-0.2642085080109457,1.03,-1.723161298819761,1.03,70799.0,69140.10205441917,1658.8979455808294
2015,nor,-1.071555387671303,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,73038.0,0.7306217330060137,0.96,-0.1923002762359031,1.0,73109.0,71452.60479055099,1656.3952094490087
2016,htx,-1.071555387671303,0.3149783459830446,-1.3348169675988968,0.8727330177782031,71868.0,0.06572810190829931,1.01,-0.1923002762359031,1.01,71774.0,70180.15278618466,1593.8472138153447
2014,clt,1.4097268598261252,0.9674334912336371,-1.3348169675988968,1.6298475588421997,65375.0,-1.0542864262597609,1.04,-1.2128742912918091,1.05,66047.0,64479.31747249133,1567.6825275086667
2006,ram,-0.2444613051721605,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,65326.0,-0.7214324376286239,1.0,2.359134761403861,0.98,64294.0,62770.98638877177,1523.013611228227
2018,phi,0.5826327773269824,0.3149783459830446,-0.4360844819518784,0.8727330177782031,69696.0,-0.1314436669656112,1.0,-0.1923002762359031,1.001,69783.0,68271.10935405998,1511.8906459400168
2018,sdg,1.4097268598261252,1.2936610638589332,-0.4360844819518784,0.8727330177782031,32768.0,-5.884847863245826,1.21,2.359134761403861,1.18,31750.0,30280.891673071514,1469.1083269284863
2013,phi,0.5826327773269824,0.6412059186083408,-1.3348169675988968,0.11561847671420634,69144.0,-0.3890088279582453,1.02,-0.1923002762359031,1.03,69596.0,68130.0315645479,1465.9684354521014
2017,dal,0.5826327773269824,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,92721.0,3.919362528680391,0.93,-0.1923002762359031,0.92,91619.0,90164.13001878052,1454.8699812194827
2012,htx,2.2368209423252683,1.2936610638589332,-1.3348169675988968,0.8727330177782031,71665.0,0.038592655356744325,1.01,-0.1923002762359031,1.01,71658.0,70223.95923317327,1434.040766826729
2006,cin,-0.2444613051721605,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,65983.0,-0.7209325037857535,1.01,-0.1923002762359031,1.0,65790.0,64376.311160448364,1413.6888395516362
2008,nor,-0.6580083464217319,-0.011249226642251607,1.3613804893421588,-0.6414960643497905,70092.0,0.3163132570398536,0.96,-0.1923002762359031,0.96,70105.0,68698.1234880286,1406.8765119713935
2010,nor,0.5826327773269824,0.9674334912336371,-0.4360844819518784,0.11561847671420634,70038.0,0.30871900798955737,0.96,-0.1923002762359031,1.0,73042.0,71636.58688004085,1405.4131199591502
2012,rav,0.9961798185765536,0.6412059186083408,-1.3348169675988968,3.144076640970193,71278.0,0.08214036854671965,1.0,-0.1923002762359031,1.0,71135.0,69742.2089449581,1392.7910550419037
2017,car,0.16908573607741093,0.9674334912336371,-0.4360844819518784,0.11561847671420634,73617.0,0.3979261201670369,1.0,-0.1923002762359031,1.0,73772.0,72398.11111551824,1373.8888844817557
2007,nor,-1.4851024289208747,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,70004.0,0.30393744377270554,0.96,-0.1923002762359031,0.96,70092.0,68720.42430626099,1371.5756937390106
2017,sea,0.9961798185765536,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,68976.0,-0.4998841894337302,1.03,-0.7025872837638559,1.0,69001.0,67643.22428964019,1357.7757103598124
2014,buf,-0.2444613051721605,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,67522.0,0.15692379352087102,0.94,0.8282737388200024,0.96,69880.0,68526.99822323707,1353.0017767629324
2013,nwe,0.5826327773269824,1.2936610638589332,-1.3348169675988968,1.6298475588421997,68756.0,-0.25835200665056124,1.0,0.8282737388200024,1.0,68756.0,67433.37337997807,1322.6266200219252
2014,phi,1.8232739010756964,0.6412059186083408,-0.4360844819518784,-0.6414960643497905,69596.0,-0.4186167130810464,1.03,-0.1923002762359031,1.03,69483.0,68215.24505329199,1267.7549467080098
2015,htx,-0.2444613051721605,0.3149783459830446,-1.3348169675988968,0.11561847671420634,71769.0,0.05249455900877037,1.01,-0.1923002762359031,1.01,71868.0,70609.72760076259,1258.2723992374085
2016,rav,1.4097268598261252,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,71102.0,0.05837880707379281,1.0,-0.1923002762359031,0.99,70588.0,69385.77328411075,1202.22671588925
2007,cin,-0.6580083464217319,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,65790.0,-0.6587883210181804,1.0,-0.1923002762359031,0.99,64582.0,63409.99119785597,1172.0088021440315
2008,rav,0.5826327773269824,0.9674334912336371,-0.4360844819518784,1.6298475588421997,71269.0,0.08092528869867226,1.0,-0.1923002762359031,1.0,71082.0,69916.96947793088,1165.0305220691225
2013,buf,0.16908573607741093,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,66267.0,0.2904427382970865,0.91,0.8282737388200024,0.94,67522.0,66357.18714866559,1164.8128513344127
2006,rav,1.4097268598261252,1.619888636484229,-1.3348169675988968,0.8727330177782031,70818.0,-0.25844113872140073,1.03,-0.1923002762359031,1.03,71153.0,70006.0967648644,1146.9032351356
2012,cle,-0.2444613051721605,-0.9899319445181402,1.3613804893421588,-0.6414960643497905,66632.0,0.3445946484970007,0.91,-1.2128742912918091,0.97,71242.0,70102.61921228535,1139.3807877146464
2016,clt,-0.6580083464217319,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,65549.0,-1.0316984034434955,1.04,-1.2128742912918091,1.01,63440.0,62313.64450605737,1126.3554939426322
2009,nwe,0.5826327773269824,0.6412059186083408,-1.3348169675988968,0.11561847671420634,68756.0,-0.25835200665056124,1.0,0.8282737388200024,1.0,68756.0,67662.40137024263,1093.598629757369
2006,sea,0.16908573607741093,0.3149783459830446,-1.3348169675988968,0.8727330177782031,67977.0,-0.5434748609289765,1.02,-0.7025872837638559,1.02,68193.0,67105.03306853442,1087.9669314655766
2011,jax,-0.6580083464217319,-0.9899319445181402,0.4626480036951401,-0.6414960643497905,62331.0,-0.4923789984594317,0.93,-0.1923002762359031,0.97,64984.0,63903.629119255645,1080.3708807443545
2017,nwe,0.16908573607741093,1.619888636484229,-1.3348169675988968,2.3869620999061967,65878.0,-0.6469075402817169,1.0,0.8282737388200024,1.0,65878.0,64809.526490115095,1068.473509884905
2018,rai,-1.071555387671303,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,57919.0,-1.9491978765815228,1.03,1.848847753875908,0.938,52549.0,51516.73901658198,1032.2609834180184
2010,phi,0.5826327773269824,0.6412059186083408,-1.3348169675988968,0.11561847671420634,69144.0,-0.3890088279582453,1.02,-0.1923002762359031,1.02,69144.0,68130.0315645479,1013.9684354521014
2017,atl,0.16908573607741093,0.6412059186083408,0.4626480036951401,0.8727330177782031,71960.0,0.5790180204834351,0.96,-0.1923002762359031,0.97,72898.0,71921.26946362818,976.7305363718187
2010,nyj,-0.2444613051721605,0.9674334912336371,-0.4360844819518784,1.6298475588421997,78596.0,1.6286172572563038,0.95,-0.1923002762359031,0.96,78986.0,78025.36433448277,960.6356655172276
2007,ram,-1.071555387671303,-1.6423870897687327,1.3613804893421588,-0.6414960643497905,64294.0,-0.6836134217685372,0.98,2.359134761403861,0.92,59980.0,59020.59716347199,959.4028365280101
2014,tam,-1.071555387671303,-1.9686146623940288,1.3613804893421588,-0.6414960643497905,59659.0,-0.6899293784180771,0.91,-0.1923002762359031,0.94,61560.0,60614.88988648228,945.1101135177232
2011,oti,-1.4851024289208747,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,69143.0,-0.2061035731845233,1.0,-0.1923002762359031,1.0,69143.0,68264.22285245519,878.7771475448098
2013,clt,-0.2444613051721605,0.9674334912336371,-1.3348169675988968,0.8727330177782031,65950.0,-1.0611790495329232,1.05,-1.2128742912918091,1.04,65375.0,64513.69417289517,861.3058271048285
2012,nwe,1.4097268598261252,1.2936610638589332,-1.3348169675988968,1.6298475588421997,68755.0,-0.2584870155225665,1.0,0.8282737388200024,1.0,68756.0,67909.34135972723,846.6586402727698
2011,nyj,0.16908573607741093,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,78986.0,1.5671142024719755,0.96,-0.1923002762359031,0.96,79088.0,78247.82366590074,840.176334099262
2015,atl,0.16908573607741093,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,70355.0,0.05347212099828826,0.99,-0.1923002762359031,0.93,69999.0,69182.30851593032,816.6914840696845
2014,min,-1.4851024289208747,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,52238.0,-2.8242663380435973,1.05,-1.2128742912918091,1.0,52430.0,51668.57073586598,761.4292641340217
2007,cle,0.9961798185765536,0.6412059186083408,-0.4360844819518784,-0.6414960643497905,73000.0,0.21704497627459596,1.01,-1.2128742912918091,0.99,72778.0,72043.5059108162,734.494089183805
2011,nwe,1.8232739010756964,1.619888636484229,-1.3348169675988968,2.3869620999061967,68756.0,-0.25835200665056124,1.0,0.8282737388200024,1.0,68755.0,68033.9949651547,721.0050348452933
2017,rav,-0.2444613051721605,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,70588.0,0.08524693632881934,0.99,-0.1923002762359031,0.99,70431.0,69786.48770425581,644.5122957441927
2009,phi,2.2368209423252683,0.9674334912336371,-0.4360844819518784,0.11561847671420634,69144.0,-0.3890088279582453,1.02,-0.1923002762359031,1.02,69144.0,68512.1560357606,631.8439642393932
2012,nyj,-0.6580083464217319,-0.6637043718928439,0.4626480036951401,-0.6414960643497905,79088.0,1.581458895122535,0.96,-0.1923002762359031,0.93,76957.0,76353.93011484714,603.0698851528578
2016,sea,1.4097268598261252,0.8043197049209888,-1.3348169675988968,0.8727330177782031,69073.0,-0.4871697616817803,1.03,-0.7025872837638559,1.03,68976.0,68377.99495488958,598.005045110418
2010,rav,0.5826327773269824,1.2936610638589332,-0.4360844819518784,0.8727330177782031,71227.0,0.07525491607445108,1.0,-0.1923002762359031,1.0,71224.0,70646.98355188935,577.0164481106476
2006,atl,-0.6580083464217319,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,70432.0,0.06397281104314273,0.99,-0.1923002762359031,0.96,68395.0,67841.5470735241,553.452926475904
2009,chi,-0.6580083464217319,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,62250.0,-1.2199306416032376,1.01,-1.2128742912918091,1.01,62195.0,61668.35976351833,526.6402364816677
2013,rai,-1.071555387671303,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,50444.0,-1.028037585952583,0.8,1.848847753875908,1.03,57416.0,56900.558842918246,515.4411570817538
2018,cle,0.16908573607741093,-0.1743630129548997,0.4626480036951401,-0.6414960643497905,65765.0,-0.4809623496055302,0.98,-1.2128742912918091,1.0,67431.0,66928.20516959619,502.79483040381456
2013,sea,0.9961798185765536,1.619888636484229,-1.3348169675988968,3.144076640970193,68197.0,-0.5143553003003896,1.02,-0.7025872837638559,1.0,68412.0,67941.33438183488,470.66561816511967
2018,mia,-1.071555387671303,-0.3374767992675478,-0.4360844819518784,-0.6414960643497905,65560.0,-0.7774758234473632,1.01,1.338560746347955,0.9740000000000001,63067.0,62599.756298275846,467.24370172415365
2012,det,-0.2444613051721605,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,63769.0,-0.8446778093316923,0.99,-1.2128742912918091,0.99,63796.0,63371.0963113406,424.9036886593967
2015,buf,0.16908573607741093,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,69880.0,0.28649879780536,0.96,0.8282737388200024,0.94,68509.0,68089.71183035956,419.28816964043654
2015,oti,-0.6580083464217319,-1.6423870897687327,1.3613804893421588,-0.6414960643497905,62304.0,-0.1948078308934134,0.9,-0.1923002762359031,0.94,64659.0,64262.62508238509,396.37491761490674
2006,jax,-0.6580083464217319,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,66858.0,-0.5145988457165562,1.0,-0.1923002762359031,0.97,65301.0,64946.01174448254,354.9882555174627
2011,atl,-0.6580083464217319,0.6412059186083408,-0.4360844819518784,0.11561847671420634,68986.0,0.060753293008235815,0.97,-0.1923002762359031,0.98,70096.0,69748.02704822618,347.972951773816
2010,nyg,0.5826327773269824,0.6412059186083408,-0.4360844819518784,-0.6414960643497905,79019.0,1.5717551324471566,0.96,-0.1923002762359031,0.96,79475.0,79133.05057210474,341.9494278952625
2007,nwe,1.8232739010756964,2.5985713543601183,-1.3348169675988968,2.3869620999061967,68756.0,-0.35025963044852304,1.01,0.8282737388200024,1.0,68756.0,68426.41698122716,329.5830187728425
2012,sea,0.9961798185765536,0.9674334912336371,-0.4360844819518784,0.8727330177782031,67946.0,-0.4585340723537354,1.01,-0.7025872837638559,1.02,68197.0,67930.64134751257,266.3586524874263
2014,nwe,0.5826327773269824,1.2936610638589332,-1.3348169675988968,3.144076640970193,68756.0,-0.25835200665056124,1.0,0.8282737388200024,0.97,66829.0,66584.62142181449,244.3785781855113
2010,sea,-1.4851024289208747,-0.3374767992675478,-1.3348169675988968,0.8727330177782031,66992.0,-0.4965076568678505,1.0,-0.7025872837638559,0.99,66413.0,66176.05019253187,236.94980746813235
2015,chi,-1.071555387671303,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,62035.0,-1.2486701539607914,1.01,-1.2128742912918091,0.98,60368.0,60144.793215203325,223.2067847966755
2017,kan,0.16908573607741093,0.6412059186083408,-1.3348169675988968,0.11561847671420634,74106.0,0.7733774421494352,0.97,-0.1923002762359031,0.99,75972.0,75772.44311624754,199.55688375246245
2013,car,1.4097268598261252,1.2936610638589332,-1.3348169675988968,0.8727330177782031,73443.0,0.3744345764381206,1.0,-0.1923002762359031,1.0,73607.0,73419.37937771832,187.6206222816836
2017,phi,0.9961798185765536,1.619888636484229,-1.3348169675988968,3.144076640970193,69596.0,-0.1449445541661378,1.0,-0.1923002762359031,1.0,69696.0,69528.07900831057,167.9209916894324
2018,dal,1.4097268598261252,0.6412059186083408,-1.3348169675988968,0.8727330177782031,91619.0,3.903953907418922,0.92,-0.1923002762359031,0.909,90929.0,90798.93128396466,130.0687160353409
2011,nor,0.5826327773269824,1.619888636484229,-1.3348169675988968,0.8727330177782031,73042.0,0.3202960187640089,1.0,-0.1923002762359031,1.0,72888.0,72780.84956617613,107.15043382387375
2010,sfo,-0.6580083464217319,-0.6637043718928439,0.4626480036951401,-0.6414960643497905,69732.0,-0.03148800754644221,0.99,-1.723161298819761,0.99,69732.0,69625.32837959962,106.6716204003751
2007,sea,0.9961798185765536,0.6412059186083408,-1.3348169675988968,0.8727330177782031,68193.0,-0.5148847468572735,1.02,-0.7025872837638559,1.02,67995.0,67897.35142997353,97.64857002647477
2011,chi,0.9961798185765536,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,62145.0,-1.2339662174057644,1.01,-1.2128742912918091,1.01,62329.0,62280.62227685448,48.37772314551694
2011,gnb,1.4097268598261252,2.272343781734822,-1.3348169675988968,0.8727330177782031,70512.0,0.27314869370930445,0.97,0.8282737388200024,0.97,70507.0,70472.42799169355,34.57200830645161
2013,nyj,-0.6580083464217319,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,76957.0,1.6308895627760736,0.93,-0.1923002762359031,0.95,78160.0,78143.80852571783,16.1914742821682
2018,nor,1.8232739010756964,1.619888636484229,-1.3348169675988968,1.6298475588421997,73051.0,0.32151109861205635,1.0,-0.1923002762359031,1.001,73082.0,73078.7108315143,3.2891684857022483
2011,rav,1.8232739010756964,1.2936610638589332,-1.3348169675988968,1.6298475588421997,71224.0,0.07484988945843528,1.0,-0.1923002762359031,1.0,71278.0,71342.65752328993,-64.65752328993403
2018,rav,0.16908573607741093,0.6412059186083408,-1.3348169675988968,0.11561847671420634,70431.0,0.06383643844515692,0.99,-0.1923002762359031,0.995,70627.0,70704.92921746329,-77.92921746328648
2007,kan,-0.6580083464217319,-1.3161595171434366,0.4626480036951401,-0.6414960643497905,76777.0,1.1451389855783676,0.97,-0.1923002762359031,0.97,74077.0,74171.19657963316,-94.19657963316422
2016,min,0.9961798185765536,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,66786.0,-0.5243194845009354,1.0,-1.2128742912918091,0.91,66721.0,66850.98921946839,-129.98921946839255
2010,clt,0.5826327773269824,0.6412059186083408,-1.3348169675988968,0.11561847671420634,66975.0,-1.0106265361383202,1.06,-1.2128742912918091,1.03,64828.0,64962.94214417667,-134.94214417666808
2014,sea,0.5826327773269824,1.2936610638589332,-1.3348169675988968,2.3869620999061967,68412.0,-0.3047950586203728,1.0,-0.7025872837638559,1.03,69020.0,69165.45470293898,-145.4547029389796
2018,sea,-0.2444613051721605,0.6412059186083408,-0.4360844819518784,0.11561847671420634,69001.0,-0.2252748330092711,1.0,-0.7025872837638559,1.004,68990.0,69140.75021695619,-150.75021695619216
2012,buf,-0.2444613051721605,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,64950.0,0.31159173890371394,0.89,0.8282737388200024,0.91,66267.0,66429.06740255952,-162.06740255952172
2009,was,-0.6580083464217319,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,84794.0,2.7685933583731392,0.93,-0.1923002762359031,0.91,83172.0,83367.66162838269,-195.66162838268792
2017,jax,0.9961798185765536,0.6412059186083408,-1.3348169675988968,1.6298475588421997,64303.0,-0.4978183680002324,0.96,-0.1923002762359031,0.98,66674.0,66899.606395298,-225.60639529800392
2010,rai,0.16908573607741093,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,46431.0,-1.0699450696007042,0.74,1.848847753875908,0.94,59242.0,59491.46120912409,-249.46120912409242
2008,sdg,-0.6580083464217319,-0.011249226642251607,-1.3348169675988968,0.8727330177782031,68138.0,0.041513948812469656,0.96,2.359134761403861,0.95,67543.0,67862.27166982817,-319.2716698281729
2008,car,0.16908573607741093,1.2936610638589332,-1.3348169675988968,0.8727330177782031,73210.0,0.44281588824579854,0.99,-0.1923002762359031,0.99,73289.0,73665.27449239281,-376.2744923928112
2006,kan,0.16908573607741093,0.3149783459830446,-0.4360844819518784,0.11561847671420634,77909.0,1.1920455500189089,0.98,-0.1923002762359031,0.97,76777.0,77166.69908876003,-389.6990887600259
2010,nwe,1.8232739010756964,1.9461162091095257,-1.3348169675988968,0.8727330177782031,68756.0,-0.25835200665056124,1.0,0.8282737388200024,1.0,68756.0,69192.60890726783,-436.60890726782964
2018,htx,0.9961798185765536,0.9674334912336371,-1.3348169675988968,0.11561847671420634,71804.0,0.1531550352214896,1.0,-0.1923002762359031,0.997,71793.0,72274.84052942066,-481.84052942066046
2018,atl,0.16908573607741093,-0.3374767992675478,-0.4360844819518784,-0.6414960643497905,72898.0,0.6052426819614319,0.97,-0.1923002762359031,0.955,71601.0,72098.3009361021,-497.3009361020959
2018,min,0.16908573607741093,0.1518645596703965,-0.4360844819518784,-0.6414960643497905,66811.0,-0.5209442627008037,1.0,-1.2128742912918091,1.003,66849.0,67430.1416224722,-581.1416224722052
2011,min,-0.6580083464217319,-1.6423870897687327,1.3613804893421588,-0.6414960643497905,62816.0,-0.8872288430172938,0.98,-1.2128742912918091,0.95,60725.0,61345.85101789485,-620.8510178948491
2008,was,0.16908573607741093,-0.011249226642251607,1.3613804893421588,-0.6414960643497905,88604.0,2.7912729332137096,0.97,-0.1923002762359031,0.93,84794.0,85470.14247689054,-676.1424768905417
2013,jax,-1.071555387671303,-1.3161595171434366,0.4626480036951401,-0.6414960643497905,59940.0,-0.4484020237326718,0.89,-0.1923002762359031,0.94,62961.0,63721.56046132439,-760.5604613243922
2018,jax,-0.6580083464217319,-0.9899319445181402,1.3613804893421588,-0.6414960643497905,66674.0,-0.3557347326128903,0.98,-0.1923002762359031,0.93,63085.0,63857.0818672371,-772.0818672371024
2009,jax,-0.6580083464217319,-0.3374767992675478,1.3613804893421588,-0.6414960643497905,49651.0,-0.4824740319561679,0.74,-0.1923002762359031,0.94,63032.0,63823.158702435416,-791.1587024354158
2014,kan,0.16908573607741093,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,74967.0,0.7867434056928949,0.98,-0.1923002762359031,0.97,74086.0,74897.68856378157,-811.6885637815722
2015,pit,-0.2444613051721605,0.6412059186083408,-0.4360844819518784,0.8727330177782031,64356.0,-0.6750720441518767,0.98,-0.1923002762359031,0.99,64312.0,65134.64677696891,-822.6467769689116
2007,tam,-1.071555387671303,0.3149783459830446,-1.3348169675988968,0.11561847671420634,65316.0,-0.7227825263486765,1.0,-0.1923002762359031,0.98,64511.0,65428.117636514056,-917.1176365140564
2013,mia,0.16908573607741093,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,64319.0,0.5562287322050256,0.86,1.338560746347955,0.93,70035.0,70962.21318601897,-927.2131860189693
2008,sfo,-1.071555387671303,-0.3374767992675478,-0.4360844819518784,-0.6414960643497905,67512.0,-0.04652308647429888,0.96,-1.723161298819761,0.99,69732.0,70668.78271465073,-936.7827146507334
2008,chi,-1.071555387671303,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,62034.0,-1.248803826111292,1.01,-1.2128742912918091,1.01,62250.0,63190.239385221474,-940.2393852214736
2015,nyj,0.5826327773269824,0.6412059186083408,-0.4360844819518784,-0.6414960643497905,78160.0,1.5666552907359943,0.95,-0.1923002762359031,0.95,78160.0,79103.24400185302,-943.2440018530178
2012,chi,0.5826327773269824,0.6412059186083408,0.4626480036951401,-0.6414960643497905,62329.0,-1.2093705417137155,1.01,-1.2128742912918091,1.01,62358.0,63307.93065234581,-949.9306523458072
2009,pit,0.16908573607741093,0.3149783459830446,0.4626480036951401,-0.6414960643497905,63485.0,-0.7950646232504346,0.98,-0.1923002762359031,0.97,63083.0,64112.282055352254,-1029.2820553522542
2016,buf,0.9961798185765536,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,68509.0,0.29868310912640034,0.94,0.8282737388200024,0.91,66775.0,67812.85800546755,-1037.858005467555
2010,det,-0.6580083464217319,-0.6637043718928439,0.4626480036951401,-0.6414960643497905,56285.0,-0.8065687219499215,0.87,-1.2128742912918091,0.99,63742.0,64797.02566802898,-1055.0256680289822
2006,nor,-0.2444613051721605,0.6412059186083408,-1.3348169675988968,1.6298475588421997,68808.0,0.341627420540841,0.94,-0.1923002762359031,0.96,70004.0,71074.8042405452,-1070.8042405451997
2015,car,2.6503679835748395,2.272343781734822,-1.3348169675988968,2.3869620999061967,74056.0,0.4571950149773487,1.0,-0.1923002762359031,1.0,73792.0,74906.37325891874,-1114.373258918742
2013,kan,2.6503679835748395,0.9674334912336371,-0.4360844819518784,0.11561847671420634,75359.0,0.8407469544950014,0.98,-0.1923002762359031,0.98,74967.0,76106.9703597908,-1139.9703597907937
2008,cle,-0.2444613051721605,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,72778.0,0.3839029259162245,0.99,-1.2128742912918091,0.94,68888.0,70064.38957758326,-1176.3895775832643
2015,nwe,1.4097268598261252,1.2936610638589332,-1.3348169675988968,1.6298475588421997,66829.0,-0.23946746669831895,0.97,0.8282737388200024,0.97,66829.0,68020.50314675785,-1191.503146757852
2016,nwe,0.16908573607741093,1.9461162091095257,-1.3348169675988968,3.144076640970193,66829.0,-0.23946746669831895,0.97,0.8282737388200024,1.0,65878.0,67076.33957618439,-1198.3395761843858
2017,rai,0.5826327773269824,-0.6637043718928439,0.4626480036951401,-0.6414960643497905,57775.0,-1.0626115970878445,0.92,1.848847753875908,1.03,57919.0,59152.97703232868,-1233.9770323286793
2011,buf,-1.4851024289208747,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,62694.0,0.3011247589392612,0.86,0.8282737388200024,0.89,64950.0,66191.51010787074,-1241.5101078707376
2007,sdg,2.2368209423252683,0.9674334912336371,-1.3348169675988968,1.6298475588421997,65502.0,0.07131617898247017,0.92,2.359134761403861,0.96,68138.0,69382.39807974381,-1244.3980797438126
2013,sdg,-0.6580083464217319,0.3149783459830446,0.4626480036951401,0.8727330177782031,64205.0,0.09036090875326272,0.9,2.359134761403861,0.92,65432.0,66703.34061067572,-1271.3406106757175
2014,oti,-1.4851024289208747,-1.9686146623940288,1.3613804893421588,-0.6414960643497905,69143.0,-0.2061035731845233,1.0,-0.1923002762359031,0.9,62304.0,63579.18239024695,-1275.1823902469478
2008,pit,-0.2444613051721605,1.2936610638589332,-1.3348169675988968,3.144076640970193,62890.0,-0.7877148345630026,0.97,-0.1923002762359031,0.98,63485.0,64787.62310885588,-1302.623108855878
2017,clt,-0.6580083464217319,-1.3161595171434366,0.4626480036951401,-0.6414960643497905,63440.0,-1.060860782507923,1.01,-1.2128742912918091,0.94,59199.0,60540.977330903974,-1341.9773309039738
2007,sfo,-0.6580083464217319,-0.9899319445181402,0.4626480036951401,-0.6414960643497905,68028.0,-0.07258536614748021,0.97,-1.723161298819761,0.96,67512.0,68917.4784733303,-1405.478473330295
2016,nyg,0.16908573607741093,0.9674334912336371,-0.4360844819518784,0.11561847671420634,78789.0,1.5394092568625604,0.96,-0.1923002762359031,0.94,77179.0,78591.10912132026,-1412.1091213202599
2014,sdg,-0.6580083464217319,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,65432.0,0.061043764808155834,0.92,2.359134761403861,0.95,66772.0,68189.29149831341,-1417.2914983134106
2014,jax,-1.4851024289208747,-1.6423870897687327,0.4626480036951401,-0.6414960643497905,62961.0,-0.4981564886238298,0.94,-0.1923002762359031,0.92,61463.0,62929.127440059165,-1466.1274400591647
2008,oti,1.8232739010756964,1.619888636484229,-1.3348169675988968,0.8727330177782031,69143.0,-0.2061035731845233,1.0,-0.1923002762359031,1.0,69143.0,70612.98524145475,-1469.9852414547495
2018,nyg,0.5826327773269824,-0.9899319445181402,1.3613804893421588,-0.6414960643497905,76940.0,1.6284216586641491,0.93,-0.1923002762359031,0.905,74664.0,76152.43098505065,-1488.4309850506543
2007,jax,-1.071555387671303,0.9674334912336371,-0.4360844819518784,0.8727330177782031,65301.0,-0.4521412362076446,0.97,-0.1923002762359031,0.97,65167.0,66662.89927144052,-1495.8992714405176
2007,atl,-1.4851024289208747,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,68395.0,0.07765694892221406,0.96,-0.1923002762359031,0.9,64065.0,65586.00961279162,-1521.0096127916186
2013,chi,0.5826327773269824,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,62358.0,-1.2054940493492083,1.01,-1.2128742912918091,1.0,61681.0,63219.815552044245,-1538.8155520442451
2013,sfo,2.2368209423252683,1.2936610638589332,-0.4360844819518784,1.6298475588421997,69732.0,-0.03148800754644221,0.99,-1.723161298819761,1.03,70774.0,72355.16116832496,-1581.1611683249648
2009,atl,-1.071555387671303,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,68173.0,0.046436147270996285,0.96,-0.1923002762359031,0.95,67850.0,69432.93572504121,-1582.935725041214
2008,nyg,1.4097268598261252,1.2936610638589332,-1.3348169675988968,0.8727330177782031,79069.0,1.5787868445307656,0.96,-0.1923002762359031,0.98,78701.0,80303.12884843018,-1602.1288484301767
2008,nyj,1.4097268598261252,0.3149783459830446,0.4626480036951401,-0.6414960643497905,78482.0,1.6124161926156717,0.95,-0.1923002762359031,0.96,77052.0,78656.34193627808,-1604.3419362780842
2006,dal,1.4097268598261252,0.3149783459830446,-0.4360844819518784,0.11561847671420634,63288.0,-0.6405621232974694,0.96,-0.1923002762359031,0.97,63534.0,65192.800047004675,-1658.8000470046754
2015,kan,0.9961798185765536,0.9674334912336371,-0.4360844819518784,0.8727330177782031,74086.0,0.770593754066853,0.97,-0.1923002762359031,0.96,73328.0,74988.89781936698,-1660.8978193669755
